objname,ra,dec,distance,distance_err
NGC2549,124.743168,57.8030587,12.6,0.81
NGC3870,176.4858495,50.1998014,12.605,7.224
NGC7331,339.267279,34.4156195,12.616,4.532
UGC07401,185.2017795,47.825965,12.625,7.337
ESO434-039,146.7671925,-30.3868057,12.645,6.465
ESO549-002,55.7391705,-19.0201734,12.646,5.373
IC1473,347.7727185,29.6429754,12.658,4.485
NGC4192,183.451428,14.8999705,12.677,1.71
IC0088,18.5850105,0.9168752,12.68,4.238
UGC06988,179.9655735,55.665532,12.705,6.603
UGC05340,149.190405,28.8259584,12.74,0.751
UGC01999,37.9675005,19.1530833,12.751,4.398
NGC4088,181.391307,50.5388391,12.762,7.217
ESO488-017,86.8706415,-23.5760553,12.783,5.508
NGC6542,269.9108085,61.3594069,12.789,5.276
IC3308,186.3245833,26.71472222,12.8,2.551
NGC5338,208.360602,5.2077554,12.8,0.82
IC3258,185.9349375,12.4775015,12.823,2.136
NGC4984,197.238411,-15.5163052,12.863,5.743
NGC5363,209.030166,5.2546944,12.87,7.437
UGC08261,197.75376,35.5025655,12.874,7.706
NGC3511,165.8490495,-23.0866396,12.888,6.263
UGC07267,183.8485995,51.3498452,12.9,2.571
UGC07795,189.4388745,7.1046454,12.9,1.19
NGC1068,40.6697295,-0.0132779,12.944,4.529
UGC06818,177.6956325,45.8072311,12.962,7.436
ESO436-004,153.7024455,-28.9571505,12.969,6.374
UGC02302,42.286278,2.1270342,12.973,4.485
NGC4157,182.7680235,50.4849616,12.987,7.193
UGC08323,198.702606,34.8813083,12.993,7.744
ESO373-006,142.958799,-34.1378196,13.016,6.44
UGC04173,121.7962965,80.1261751,13.018,4.392
IC0749,179.641851,42.7340336,13.029,7.507
UGC07218,183.2360535,52.2638666,13.036,6.935
NGC4951,196.28214,-6.4937832,13.045,7.701
IC0239,39.115959,38.9690278,13.05,4.109
UGC09630,221.8603815,52.8326339,13.054,6.45
UGC05332,148.951023,16.4136291,13.056,6.438
NGC3938,178.2058515,44.1207736,13.082,7.476
NGC3175,153.6755355,-28.8719446,13.092,6.361
UGC06930,179.322396,49.2832832,13.092,7.27
UGC05745,158.6865375,-1.9689346,13.123,6.964
UGC10351,245.367399,28.6398522,13.165,6.085
UGC04148,120.099267,42.1937777,13.171,5.472
UGC11707,318.6324765,26.7346886,13.174,4.549
ESO503-001,168.5095545,-26.3657677,13.177,6.16
NGC3949,178.423842,47.8587682,13.178,7.344
UGC04454,129.339237,80.5481838,13.179,4.443
ESO510-052,210.894195,-27.2798129,13.182,5.224
UGC05883,161.830401,54.0377803,13.183,6.522
ESO416-032,42.3997605,-30.5780055,13.214,7.376
NGC1035,39.8712285,-8.1330823,13.219,5.271
UGC09912,233.7929745,16.5496088,13.229,5.543
UGC00772,18.414099,0.875084,13.236,4.314
UGC12212,342.625965,29.138391,13.24,4.575
NGC5300,207.0668595,3.9508765,13.28,7.545
NGC1362,53.4711255,-20.2824583,13.281,5.703
UGC07392,185.072862,48.137655,13.302,7.288
IC0396,74.4955515,68.3234609,13.322,4.249
UGC04117,119.3580645,35.9394593,13.326,5.318
UGC06399,170.846736,50.8927081,13.346,6.917
NGC1097,41.5795935,-30.2750483,13.347,7.458
UGC00159,4.316841,17.5225043,13.361,4.057
NGC5360,208.9113915,4.984993,13.38,7.51
UGC04628,132.9189855,51.1186927,13.381,5.733
IC0356,61.945416,69.8124167,13.393,4.236
UGC12060,337.6411335,33.8201692,13.396,4.661
UGC06756,176.7566655,57.0925302,13.402,6.578
UGC06792,177.347139,39.7715298,13.428,7.752
UGC02162,40.098408,1.2289193,13.433,4.628
NGC2146,94.656909,78.3569316,13.446,4.294
NGC3113,151.1094915,-28.4446923,13.447,6.35
UGC05453,151.779927,15.9840805,13.45,6.737
NGC4013,179.630676,43.9468119,13.476,7.494
ESO494-025,121.497216,-27.3974124,13.483,5.931
NGC5033,198.364629,36.5937669,13.506,7.669
ESO386-013,220.7663085,-33.4912302,13.524,4.699
UGC12311,345.3545835,30.2389444,13.537,4.589
ESO360-010,66.8517855,-33.5218024,13.54,7.417
UGC05151,145.1125725,48.337665,13.555,6.056
NGC4026,179.85459,50.9616836,13.6,1.76
NGC6207,250.765569,36.832321,13.6,6.049
NGC3769A,174.4594185,47.8818014,13.608,7.253
NGC1012,39.812334,30.1516667,13.637,4.33
UGC00031,1.217418,17.1922635,13.65,4.053
UGC06628,175.0278105,45.9429184,13.663,7.379
IC0976,212.180385,-1.1616482,13.676,7.325
NGC1073,40.9190205,1.3758352,13.683,4.699
NGC3125,151.638789,-29.9352743,13.687,6.353
NGC1531,62.997096,-32.8508757,13.688,7.561
ESO361-015,72.9889635,-33.179275,13.73,7.397
NGC4150,182.640252,30.4015782,13.74,0.81
UGC06782,177.2393805,23.8376126,13.74,0.81
NGC3137,152.2809555,-29.064169,13.744,6.327
UGC11466,295.744833,45.2981111,13.767,4.878
IC5377,0.5222865,16.5903009,13.783,4.071
NGC4138,182.3740425,43.6852719,13.8,1.66
NGC3319,159.7894545,41.686761,13.805,0.58
NGC4129,182.2216845,-9.0364287,13.819,7.609
NGC5556,215.1420855,-29.2417473,13.829,5.052
UGC02017,38.18799,28.8408439,13.837,4.344
NGC1390,54.467334,-19.0083333,13.838,5.631
UGC01958,37.2450045,28.1441439,13.855,4.349
ESO510-015,208.763859,-23.2146513,13.856,5.432
ESO494-035,123.2103795,-27.5533499,13.877,5.854
NGC2997,146.411625,-31.1910833,13.881,6.367
NGC3365,161.552466,1.8133025,13.883,7.221
NGC5879,227.444802,57.0001722,13.885,6.259
UGC10014,236.433393,12.5104655,13.891,5.521
NGC4684,191.8228665,-2.7274139,13.9,0.9
UGC02955,62.122044,69.6726016,13.919,4.354
NGC1051,40.260243,-6.9357696,13.92,5.6
ESO384-002,207.82875,-33.807899,13.929,5.107
ESO446-053,215.3212005,-29.2632465,13.937,5.061
NGC4102,181.5981495,52.7109722,13.958,6.895
UGC03909,114.24411,73.7134065,13.96,4.79
UGC10477,249.395211,37.2860673,13.973,6.084
ESO502-024,168.1640805,-23.4621551,13.984,6.105
UGC06578,174.1528215,0.8167697,13.984,7.822
UGC05848,161.0961525,56.4213062,13.985,6.564
NGC7361,340.5767775,-30.0552371,13.987,4.946
NGC4308,185.4869085,30.0743312,14.0,0.825
NGC4546,188.87292,-3.7932564,14.0,0.9
NGC5984,235.7224185,14.2302962,14.005,5.51
NGC4784,193.6542465,-10.613073,14.007,7.689
UGC09661,225.514689,1.8410998,14.009,6.008
NGC5523,213.7180785,25.317451,14.01,7.468
UGC02053,38.6217225,29.7497516,14.028,4.319
NGC1084,41.4996555,-7.5785815,14.029,5.864
NGC4781,193.598958,-10.5371944,14.045,7.695
ESO434-005,141.856983,-32.0099116,14.048,6.273
ESO548-065,55.011291,-19.3665,14.059,5.824
UGC08986,211.0660695,4.1121382,14.066,7.503
NGC7217,331.9681665,31.35925,14.072,4.747
NGC3726,173.338209,47.0290833,14.076,7.276
NGC4346,185.8664535,46.9938136,14.1,0.91
UGC10445,248.4478935,28.9845177,14.101,6.107
IC3105,184.390428,12.3877972,14.125,2.353
UGC05791,159.862008,47.947116,14.157,6.736
UGC06874,178.490772,50.180105,14.177,7.104
ESO383-092,207.6749385,-35.9150527,14.187,5.007
NGC3998,179.4839445,55.4535728,14.2,0.92
NGC1337,52.024791,-8.3884167,14.215,5.27
NGC5841,226.64583,2.0048633,14.229,5.983
UGC06083,165.0990915,16.6922138,14.231,7.927
NGC2685,133.8946005,58.734394,14.281,5.578
UGC06894,178.848726,54.6573756,14.291,6.76
NGC1110,42.2897775,-7.8372891,14.303,6.007
NGC7292,337.1084865,30.2916567,14.315,4.737
UGC10281,243.33531,17.1926489,14.316,5.827
UGC00191,5.0212575,10.8791941,14.342,4.171
NGC3423,162.8097345,5.8400453,14.35,7.4
UGC00156,4.200822,12.3496111,14.377,4.175
ESO422-025,75.941307,-32.3307497,14.394,7.475
NGC7814,0.812559,16.1456194,14.4,0.67
UGC03876,112.3230225,27.9002088,14.4,4.73
UGC12893,0.118755,17.2202687,14.421,4.171
NGC4722,192.884958,-13.3300417,14.422,7.465
NGC5099,200.331999,-13.0418827,14.425,7.219
NGC5247,204.512997,-17.8840462,14.429,5.915
UGC08995,211.197228,8.8008334,14.439,7.918
NGC5364,209.0498895,5.0146562,14.444,7.832
UGC06922,179.217261,50.8170155,14.446,7.042
ESO406-022,343.9691655,-34.5549003,14.448,5.038
NGC3887,176.769021,-16.854625,14.453,6.549
NGC4958,196.453785,-8.020232,14.467,7.729
NGC3513,165.942,-23.2455029,14.472,6.079
UGC09225,216.1013715,8.276192,14.495,7.511
UGC07699,188.2004235,37.6222276,14.5,2.89
NGC7286,336.9604995,29.0959722,14.522,4.682
NGC4723,192.762318,-13.2368097,14.524,7.471
UGC07176,182.732712,50.288369,14.55,7.094
ESO434-017,144.489759,-32.2840876,14.576,6.268
NGC6255,253.6989885,36.5012895,14.586,5.963
NGC7077,322.498419,2.4144704,14.618,4.153
NGC3877,176.53245,47.4947115,14.631,7.303
UGC11782,324.5396715,8.9610366,14.631,4.247
IC3908,194.169342,-7.562768,14.673,7.786
ESO431-015,128.258214,-30.3963881,14.691,5.849
UGC03137,71.5568535,76.4183692,14.694,4.452
NGC4496A,187.9135455,3.939608,14.7,0.68
NGC4666,191.2859775,-0.4618785,14.7,0.0
NGC5866,226.6229835,55.7632193,14.7,0.95
NGC5042,198.8796465,-23.9835094,14.707,5.845
UGC06713,176.103822,48.8355083,14.721,7.164
NGC1042,40.0999125,-8.433591,14.728,6.128
UGC08314,198.5041065,36.3190262,14.729,7.782
ESO438-017,169.323765,-27.8225565,14.752,5.875
NGC4183,183.320361,43.6985004,14.764,7.782
NGC0988,38.865498,-9.3559501,14.776,6.29
NGC6015,237.855228,62.3100354,14.787,5.83
UGC06816,177.697641,56.4564265,14.787,6.662
NGC4010,179.6574285,47.2612456,14.788,7.365
NGC4980,197.2920525,-28.641732,14.797,5.755
UGC03853,111.9136605,48.4458926,14.811,4.833
NGC4800,193.6574175,46.5311544,14.829,7.165
NGC3896,177.2347065,48.6747715,14.837,7.203
UGC06999,180.2549355,49.9130128,14.837,7.108
UGC12340,346.140834,27.1558333,14.84,4.446
NGC3931,177.8060145,52.0008649,14.841,6.915
NGC4220,184.0488195,47.8832748,14.846,7.278
IC1898,47.5829535,-22.4045811,14.849,7.05
ESO501-079,160.3582395,-23.3842149,14.855,6.1
UGC11820,327.3687825,14.2308564,14.857,4.351
UGC06917,179.119875,50.4283889,14.859,7.055
UGC05974,162.8962875,4.5831879,14.878,7.286
UGC04683,134.472969,59.0833666,14.879,5.598
NGC1879,79.9516695,-32.1435885,14.883,7.497
NGC4856,194.8386255,-15.0421667,14.909,7.252
NGC4621,190.509333,11.6472733,14.928,0.413
NGC0955,37.6379835,-1.108429,14.934,5.216
NGC5866B,228.0297585,55.7850612,14.945,6.308
UGC08303,198.323391,36.216545,14.951,7.802
UGC06956,179.60664,50.9170314,14.969,7.013
UGC11868,329.7695835,18.1774722,14.976,4.417
NGC4920,195.517572,-11.378646,14.977,7.642
UGC09776,228.2815335,56.9685927,14.99,6.224
NGC4660,191.133249,11.1905117,14.997,0.345
NGC4080,181.21593,26.9925556,15.0,2.99
NGC4111,181.762722,43.0656532,15.0,1.59
NGC5870,226.6409505,55.4791873,15.004,6.341
UGC06773,177.002373,49.8083224,15.004,7.089
UGC09169,214.936341,9.3626113,15.012,7.729
UGC04100,121.7350965,84.7552428,15.018,4.616
NGC5510,213.4051725,-17.9835445,15.049,5.602
ESO548-022,51.925467,-21.6992256,15.05,6.867
IC3032,182.7822975,14.274833,15.066,0.625
ESO539-015,8.2007565,-18.5878607,15.099,6.469
UGC06202,167.400702,50.9264008,15.099,6.845
NGC3922,177.8059635,50.1568988,15.126,7.067
UGC09274,217.0099275,21.3033422,15.139,7.408
ESO577-027,205.69533,-19.5815585,15.141,5.889
NGC4497,187.885539,11.6246975,15.2,1.0
NGC4536,188.612838,2.1879496,15.2,0.35
UGC04704,134.75133,39.2097557,15.2,3.03
UGC10194,241.015767,63.7129334,15.224,5.763
NGC2883,141.326781,-34.1032288,15.239,6.046
NGC2344,108.1193745,47.1668796,15.245,4.735
NGC4442,187.016184,9.8036962,15.276,0.422
NGC4473,187.4536065,13.4294672,15.276,0.422
ESO576-059,201.646146,-22.2380178,15.282,5.834
NGC2950,145.6463655,58.8512297,15.3,0.99
NGC4203,183.7709445,33.1972706,15.3,0.99
NGC4298,185.3867325,14.6060549,15.3,1.5
NGC4501,187.997064,14.4200354,15.3,0.36
UGC08030,193.6213245,26.3036329,15.3,3.05
NGC3264,158.0818605,56.0838639,15.312,6.553
UGC03453,96.2234745,73.1289582,15.328,4.651
IC3468,188.0592135,10.2514623,15.346,0.424
NGC0779,29.9276475,-5.9641675,15.357,5.572
UGC01862,36.103344,-2.1623235,15.391,5.35
ESO422-033,76.7042895,-27.6576913,15.413,7.158
NGC4262,184.877508,14.8775607,15.417,0.426
NGC4489,187.7176935,16.7588163,15.417,0.355
NGC1047,40.1367495,-8.1476332,15.418,6.325
NGC5107,200.35416,38.536974,15.426,7.56
UGC11916,332.09055,18.4539753,15.429,4.444
ESO373-001,141.708819,-32.7965726,15.435,5.979
IC3653,190.315539,11.3872345,15.488,0.428
NGC4550,188.87739,12.2208991,15.488,0.357
NGC4324,185.775741,5.2504518,15.5,1.2
NGC4350,185.990895,16.6932757,15.5,1.4
NGC4531,188.566191,13.0753867,15.5,2.2
NGC5005,197.73447,37.058994,15.5,5.41
UGC03501,99.659775,49.2585672,15.5,3.089
NGC3353,161.343312,55.9603651,15.512,6.621
NGC5806,225.0016545,1.8912683,15.529,7.398
NGC4790,193.7163675,-10.2477318,15.543,7.73
UGC03998,116.3386365,56.1540106,15.543,5.446
NGC7177,330.1718745,17.7381111,15.554,4.428
NGC4474,187.473165,14.0686042,15.56,0.502
UGC03672,106.6145955,30.32224,15.56,4.599
NGC1485,61.2664545,70.9966072,15.584,4.667
NGC4351,186.006084,12.2046451,15.6,1.6
NGC4742,192.9501255,-10.4547778,15.6,1.01
ESO576-031,199.9468755,-21.8999167,15.607,5.928
NGC6140,245.2411845,65.3901677,15.619,5.704
UGC09282,217.1728395,21.340116,15.626,7.447
NGC3893,177.1591125,48.7107662,15.648,7.209
NGC4117,181.942092,43.1263282,15.652,7.897
UGC06113,165.701241,52.115313,15.659,6.762
UGC06448,171.7103265,64.1381556,15.678,6.2
NGC1325A,51.202083,-21.3365278,15.693,6.934
ESO434-027,146.0214675,-32.164295,15.695,6.003
NGC4415,186.6686655,8.4356835,15.7,0.9
NGC4488,187.7140815,8.3600991,15.7,0.7
UGC07436,185.58138,14.7607929,15.704,0.506
IC0345,55.2880605,-18.3141782,15.716,6.876
NGC3913,177.662241,55.353889,15.735,6.707
ESO548-029,52.696521,-21.0582222,15.746,7.005
NGC1469,60.115584,68.5777222,15.755,4.655
NGC3917,177.6894495,51.8244573,15.775,6.913
IC3292,186.2015235,18.1951035,15.776,0.436
IC3779,191.8358205,12.1664839,15.776,0.581
NGC5838,226.359564,2.0994673,15.784,7.385
UGC05612,156.027417,70.8822121,15.794,5.231
NGC4283,185.0865645,29.3108028,15.8,1.02
NGC4469,187.366731,8.7500419,15.8,1.1
NGC4606,190.239663,11.911689,15.8,1.3
UGC03343,86.3526255,72.3562222,15.834,4.704
NGC6239,252.5206725,42.7397293,15.84,5.952
NGC3359,161.65347,63.2241505,15.846,6.287
NGC5577,215.3045715,3.4358432,15.846,7.689
NGC4267,184.93869,12.7982809,15.849,0.438
NGC4379,186.3113925,15.6074185,15.849,0.438
NGC4396,186.4962375,15.6708223,15.849,2.566
NGC4464,187.3387305,8.1565929,15.849,0.438
NGC4528,188.5253535,11.3212276,15.849,0.365
NGC4552,188.9160405,12.5562424,15.849,0.438
NGC4564,189.11241,11.4392983,15.849,0.438
UGC07854,190.4665545,9.4029207,15.849,0.438
ESO363-015,85.253865,-35.7084018,15.86,7.75
IC1014,217.0767015,13.7802483,15.864,7.728
UGC10031,236.439528,61.555822,15.866,5.852
NGC5334,208.226907,-1.1146173,15.873,7.506
NGC3906,177.4188555,48.4260137,15.881,7.249
UGC03384,90.4051575,73.1168967,15.882,4.731
UGC10806,259.714167,49.8842222,15.888,5.719
NGC1386,54.1925415,-35.999249,15.9,1.03
NGC1427A,55.038822,-35.6245057,15.9,1.54
NGC4143,182.400291,42.5341832,15.9,1.02
NGC4307,185.5235505,9.043709,15.9,1.1
NGC4380,186.342285,10.0168034,15.9,1.1
NGC4425,186.8055705,12.7347979,15.9,1.7
UGC06390,170.673873,64.0666609,15.927,6.22
ESO438-012,168.0736785,-28.0004468,15.928,5.852
NGC1022,39.636294,-6.6774173,15.94,6.232
UGC09273,217.045275,13.5515856,15.942,7.767
UGC06667,175.609542,51.5979954,15.978,6.908
IC0798,188.1392145,15.4154015,15.996,0.516
NGC4417,186.7107675,9.5842976,15.996,0.442
UGC07580,186.9784785,8.0904245,15.996,0.589
NGC3104,150.9885045,40.7574335,16.0,3.189
NGC4424,186.7987005,9.4204423,16.0,1.3
NGC1034,39.5583765,-15.8090978,16.019,7.947
UGC05846,161.125833,60.367778,16.027,6.437
IC0809,190.536105,11.7542903,16.069,0.444
NGC4459,187.250178,13.9785204,16.069,0.444
NGC4278,185.028264,29.28064,16.07,0.947
UGC09215,215.8630875,1.7262628,16.075,7.593
NGC7231,333.1254435,45.3282267,16.08,4.474
NGC1187,45.6566175,-22.8671808,16.094,7.511
NGC4312,185.6306085,15.5378136,16.1,1.2
NGC5645,217.6639755,7.2750892,16.126,7.766
IC3383,187.0513515,10.2976646,16.144,0.669
IC3470,188.097426,11.262954,16.144,0.446
IC3652,190.2440115,11.1844663,16.144,0.446
NGC4551,188.908161,12.2639835,16.144,0.446
NGC4754,193.0728855,11.3139405,16.144,0.446
ESO606-001,355.136124,-20.9439201,16.162,6.108
UGC00300,7.5174795,3.5128316,16.172,4.705
NGC4413,186.634272,12.6106627,16.2,1.6
ESO534-001,339.0288885,-26.3134214,16.213,5.282
IC3633,190.046886,9.8961109,16.218,0.598
NGC5088,200.084334,-12.5717917,16.222,7.331
UGC06685,175.879743,55.4788794,16.225,6.677
UGC08509,202.0788375,67.631641,16.274,5.862
IC2507,146.137161,-31.7918079,16.287,5.856
IC3501,188.4650595,13.3224877,16.293,0.45
NGC4486B,187.633218,12.4901933,16.293,0.525
NGC4578,189.3773295,9.5550881,16.293,0.45
NGC4535,188.584509,8.1979829,16.295,0.49
NGC4340,185.897181,16.7223795,16.3,1.1
NGC4659,191.1225,13.4985547,16.3,0.9
ESO434-033,146.200818,-31.825628,16.302,5.856
UGC03739,109.12845,75.7425,16.33,5.452
NGC3310,159.6911745,53.5033384,16.334,6.644
NGC0963,37.630365,-4.2154889,16.353,6.056
UGC12771,356.386629,17.2536272,16.365,4.394
UGC11920,332.1140415,48.4407778,16.367,4.394
IC3065,183.802374,14.4328504,16.368,0.528
NGC4458,187.239837,13.2419028,16.368,0.377
NGC3027,148.918917,72.2036253,16.369,5.258
NGC3718,173.1451995,53.0679,16.389,6.748
UGC11909,331.5675135,47.251091,16.398,4.423
NGC1367,53.755542,-24.9332222,16.4,0.84
NGC2681,133.38633,51.313765,16.4,1.06
NGC4402,186.5316225,13.1131309,16.4,1.1
NGC4421,186.7606185,15.4614639,16.4,1.0
NGC4429,186.8604435,11.1077405,16.4,0.6
UGC06881,178.6870455,20.056445,16.4,3.269
UGC02890,59.018601,72.921756,16.404,4.69
IC2147,85.8668715,-30.495017,16.406,6.766
NGC7314,338.9417115,-26.0505071,16.473,5.333
UGC02800,55.0102005,71.4059,16.499,4.641
ESO434-030,146.132619,-31.5554051,16.5,5.81
IC0745,178.5511305,0.1366439,16.5,1.1
IC0755,180.2936325,14.1040318,16.5,1.1
IC0767,182.7614055,12.103958,16.5,1.1
IC0769,183.1347255,12.1237212,16.5,1.1
IC0781,185.013708,14.9615168,16.5,1.1
IC0783,185.4115665,15.7451328,16.5,1.1
IC0783A,185.5816755,15.7336234,16.5,1.1
IC0794,187.035828,12.0932943,16.5,1.1
IC0796,187.3597065,16.4047686,16.5,1.1
IC0797,187.978236,15.1239216,16.5,1.1
IC3017,182.3539395,13.5745661,16.5,1.1
IC3025,182.596311,10.1885497,16.5,1.1
IC3033,182.7914505,13.5875809,16.5,1.1
IC3059,183.729699,13.4606222,16.5,1.1
IC3061,183.7686165,14.0288864,16.5,1.1
IC3066,183.818592,13.4734261,16.5,1.1
IC3074,183.942213,10.6995068,16.5,1.1
IC3081,184.0377855,12.691294,16.5,1.1
IC3096,184.2183405,14.5147622,16.5,1.1
IC3097,184.254573,9.4075766,16.5,1.1
IC3099,184.2885945,12.4539061,16.5,1.1
IC3115,184.499817,6.6540945,16.5,1.1
IC3118,184.5461445,9.499695,16.5,1.1
IC3131,184.712052,7.8619814,16.5,1.1
IC3167,185.0782935,9.5453639,16.5,1.1
IC3218,185.5813395,6.9279146,16.5,1.1
IC3227,185.6486055,24.0854247,16.5,1.1
IC3229,185.7199725,6.6799577,16.5,1.1
IC3239,185.789952,11.7259928,16.5,1.1
IC3259,185.952129,7.1866572,16.5,1.1
IC3267,186.0230505,7.0413257,16.5,1.1
IC3268,186.0309795,6.6080218,16.5,1.1
IC3305,186.310374,11.8495722,16.5,1.1
IC3313,186.4018035,15.8299449,16.5,1.1
IC3322,186.475479,7.554779,16.5,1.1
IC3322A,186.4272375,7.2171379,16.5,1.1
IC3331,186.5222265,11.812198,16.5,1.1
IC3344,186.634953,13.5787484,16.5,1.1
IC3349,186.696138,12.4540061,16.5,1.1
IC3356,186.7106145,11.5588948,16.5,1.1
IC3358,186.726498,11.6638358,16.5,1.1
IC3363,186.7629315,12.5606833,16.5,1.1
IC3369,186.820533,16.0245743,16.5,1.1
IC3371,186.8425845,10.8667153,16.5,1.1
IC3374,186.8890995,10.0034403,16.5,1.1
IC3388,187.1169195,12.8236629,16.5,1.1
IC3391,187.113807,18.4150771,16.5,1.1
IC3392,187.180263,14.9994368,16.5,1.1
IC3393,187.1738025,12.9158739,16.5,1.1
IC3412,187.3443585,9.9886048,16.5,1.1
IC3413,187.343769,11.4338512,16.5,1.1
IC3430,187.5701055,9.0852432,16.5,1.1
IC3436,187.6247145,19.6730558,16.5,1.1
IC3437,187.691277,11.3432042,16.5,1.1
IC3443,187.8155145,12.3317802,16.5,1.1
IC3446,187.845699,11.4925499,16.5,1.1
IC3448,187.8461175,17.2065179,16.5,1.1
IC3457,187.9639635,12.6568611,16.5,1.1
IC3465,188.050992,12.0615165,16.5,1.1
IC3466,188.023533,11.8178716,16.5,1.1
IC3473,188.0795775,18.2446996,16.5,1.1
IC3475,188.1701205,12.7710145,16.5,1.1
IC3478,188.1841845,14.1961776,16.5,1.1
IC3486,188.3083905,12.857787,16.5,1.1
IC3487,188.3060445,9.3972992,16.5,1.1
IC3490,188.3079405,10.9285516,16.5,1.1
IC3499,188.4370935,10.9953,16.5,1.1
IC3510,188.5617165,11.0715271,16.5,1.1
IC3517,188.6287545,9.1545147,16.5,1.1
IC3518,188.630391,9.6234219,16.5,1.1
IC3520,188.632542,13.5037147,16.5,1.1
IC3521,188.6646,7.1601572,16.5,1.1
IC3522,188.6905005,15.2206698,16.5,1.1
IC3530,188.7055815,17.8142596,16.5,1.1
IC3540,188.8634235,12.7502648,16.5,1.1
IC3562,189.044022,9.9225539,16.5,1.1
IC3576,189.1573725,6.6216645,16.5,1.1
IC3578,189.1642425,11.1018867,16.5,1.1
IC3605,189.587421,19.541437,16.5,1.1
IC3612,189.769527,14.7308572,16.5,1.1
IC3625B,189.9070995,10.9757487,16.5,1.1
IC3637,190.081473,14.7149508,16.5,1.1
IC3647,190.220637,10.4762157,16.5,1.1
IC3665,190.4446545,11.4883942,16.5,1.1
IC3720,191.1975,12.0647001,16.5,1.1
IC3727,191.2734975,10.9009106,16.5,1.1
IC3742,191.382897,13.332096,16.5,1.1
IC3773,191.813754,10.2035707,16.5,1.1
IC3806,192.230712,14.9079055,16.5,1.1
IC3881,193.702545,19.1774819,16.5,1.1
NGC3810,175.244841,11.471119,16.5,1.1
NGC4032,180.136989,20.0740291,16.5,1.1
NGC4037,180.348663,13.401019,16.5,1.1
NGC4049,180.7268985,18.7523047,16.5,1.1
NGC4064,181.046763,18.4438225,16.5,1.1
NGC4116,181.903626,2.6920426,16.5,1.1
NGC4119,182.040018,10.3789045,16.5,1.1
NGC4123,182.046336,2.8783017,16.5,1.1
NGC4165,183.0491385,13.2464708,16.5,1.1
NGC4178,183.1928955,10.8657101,16.5,1.1
NGC4179,183.2170995,1.2997088,16.5,1.1
NGC4189,183.4470645,13.4249638,16.5,1.1
NGC4200,183.684246,12.1807335,16.5,1.1
NGC4206,183.820107,13.0239151,16.5,1.1
NGC4207,183.8770185,9.5849306,16.5,1.1
NGC4222,184.0944585,13.3072833,16.5,1.1
NGC4239,184.3122735,16.5313241,16.5,1.1
NGC4252,184.6287225,5.5594785,16.5,1.1
NGC4254,184.7067315,14.4167921,16.5,1.1
NGC4266,184.9261545,5.5383582,16.5,1.1
NGC4282,185.101221,5.5728559,16.5,1.1
NGC4293,185.303964,18.3829994,16.5,1.1
NGC4294,185.324265,11.5106195,16.5,1.1
NGC4299,185.418999,11.5028445,16.5,1.1
NGC4302,185.4264735,14.5984387,16.5,1.1
NGC4303A,185.6134035,4.5662732,16.5,1.1
NGC4305,185.5150125,12.7409267,16.5,1.1
NGC4309,185.551584,7.1443039,16.5,1.1
NGC4316,185.6759565,9.3325949,16.5,1.1
NGC4322,185.7571815,15.9055302,16.5,1.1
NGC4328,185.8334415,15.8204181,16.5,1.1
NGC4330,185.82114,11.3678395,16.5,1.1
NGC4336,185.8742625,19.4268878,16.5,1.1
NGC4341,185.97291,7.1071601,16.5,1.1
NGC4343,185.911263,6.9540753,16.5,1.1
NGC4344,185.906208,17.5409457,16.5,1.1
NGC4353,186.0011055,7.7851738,16.5,1.1
NGC4356,186.060915,8.53638,16.5,1.1
NGC4366,186.195765,7.3530155,16.5,1.1
NGC4370,186.2288475,7.4447009,16.5,1.1
NGC4376,186.3253065,5.7411417,16.5,1.1
NGC4383,186.3561885,16.4699742,16.5,1.1
NGC4388,186.4448235,12.6620998,16.5,1.1
NGC4390,186.461103,10.459049,16.5,1.1
NGC4394,186.4818195,18.214115,16.5,1.1
NGC4411,186.6244125,8.872245,16.5,1.1
NGC4411B,186.6966705,8.8845899,16.5,1.1
NGC4416,186.694584,7.9188501,16.5,1.1
NGC4423,186.787635,5.8806639,16.5,1.1
NGC4430,186.859668,6.2629711,16.5,1.1
NGC4431,186.8640945,12.2903239,16.5,1.1
NGC4436,186.9219315,12.3159687,16.5,1.1
NGC4438,186.9397875,13.0092546,16.5,1.3
